data_period,store_id,store_name,region,city,store_format,monthly_footfall,total_transactions,revenue_inr_thousand,avg_basket_size_inr,loyalty_transactions,loyalty_sales_contribution_pct,pickup_orders,pickup_fulfillment_rate_pct,online_sales_pct,fresh_wastage_pct,stockout_incidents,on_shelf_availability_pct,avg_days_to_expiry_fresh_produce,avg_checkout_wait_min,customer_complaints,avg_customer_rating,staff_utilisation_pct,top_revenue_category,top_category_revenue_pct
2025-06,STR_106,FreshLane Patna Hypermarket 3,East,Patna,Hypermarket,14758,11334,3803.3,922.13,4481,55.4,368,84.5,28.7,2.3,2,95.8,3.8,7.4,19,3.66,82.7,Baby & Kids,10.5
2025-07,STR_106,FreshLane Patna Hypermarket 3,East,Patna,Hypermarket,16085,9538,3625.5,346.73,5076,42.3,364,86.5,30.4,3.46,13,94,4.4,6.2,20,3.47,94.6,Organic & Natural,10.2
2025-08,STR_106,FreshLane Patna Hypermarket 3,East,Patna,Hypermarket,15863,9371,3599.9,486.05,3394,53.8,428,89.4,11.5,8.91,19,93.4,3,4.6,6,3.95,79.4,Snacks & Confectionery,16.5
2024-01,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,16955,10494,3584.5,684.82,5915,31.1,0,0,0,3.55,25,96.8,2.3,6.2,29,4.86,79.3,Ready to Eat,10.6
2024-02,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,16366,11724,4185.9,526.16,6706,43,0,0,0,8.13,27,91.5,3.2,6.6,29,3.65,71,Personal Care,17.1
2024-03,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18010,11902,4095.1,836.91,7241,50.1,0,0,0,4.52,7,92.3,3.6,8.2,28,3.67,79,Ready to Eat,9.7
2024-04,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,17303,12152,4340.9,334.41,7476,57.1,0,0,0,3.77,6,96.2,4.3,2.2,38,4.02,92.3,Bakery,10.8
2024-05,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,19375,12661,4250.4,349.93,5244,36.5,0,0,0,6.27,6,93.3,3.1,2.2,14,4.6,77.9,Personal Care,19.5
2024-06,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18296,13897,3909.9,283.04,7869,31.2,0,0,0,7.5,17,88.2,1.9,5.4,34,3.54,93.8,Household Cleaning,20.5
2024-07,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,17624,11199,3665.6,507.38,5244,33.1,0,0,0,6.55,4,92.8,4.4,8.5,38,4.25,83.3,Health & Wellness,9.9
2024-08,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,16796,9969,4429.3,769.42,4980,56,0,0,0,4.76,4,90,4.3,5,1,4.03,70.8,Ready to Eat,20.5
2024-09,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,19501,12728,4228.3,301.43,4624,32.3,0,0,0,5.13,22,89.1,4.4,1.9,18,4,67.4,Ready to Eat,17.6
2024-10,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18924,14543,4779.1,821.17,7918,31,0,0,0,2.78,7,96,2.4,4.9,36,4.86,89.1,Organic & Natural,19.9
2024-11,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,22612,14303,5107.7,800.75,9289,36.4,0,0,0,6.64,24,91.1,2.1,5.8,37,3.93,81.2,Frozen Foods,15.8
2024-12,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,22253,16395,4768.9,588.13,6726,41.3,0,0,0,5.9,8,97.5,3.6,2.3,12,4.7,89.5,Health & Wellness,18.6
2025-01,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,16808,12092,4146.5,615.12,7352,54.7,0,0,0,5.6,11,97.5,2.1,2.3,36,4.22,83.5,International Foods,10.1
2025-02,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,17780,13275,3829.3,701.47,7409,39.3,0,0,0,9.75,3,95.3,4,6.5,20,4.88,89.1,Personal Care,15.3
2025-03,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18231,12665,4505,693.16,5319,40.9,0,0,0,6.4,17,97.2,3.9,2.4,36,3.77,62.9,Organic & Natural,8.1
2025-04,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18174,11633,4701.9,913.32,5782,49.2,0,0,0,9.44,9,98,2,3.4,2,3.47,82.3,Fresh Produce,17.9
2025-05,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18615,14512,4798.2,596.97,4355,31.3,0,0,0,4.42,6,88.3,3.9,1.9,17,4.52,63.7,Personal Care,11.5
2025-06,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,19443,15031,4690,570.17,7807,40.5,0,0,0,8.28,22,91.2,2.5,6.4,41,3.99,66.5,International Foods,8.9
2025-07,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,19084,14430,4406.8,568.26,6404,49.3,0,0,0,9.1,5,97.2,3.2,6.6,42,4.02,83.4,Personal Care,11.6
2025-08,STR_107,FreshLane Guwahati Hypermarket 3,East,Guwahati,Hypermarket,18434,12634,4094.2,306.73,7612,28.8,0,0,0,3.61,15,93.1,3.6,2.8,12,3.49,79.1,International Foods,19.5
2024-01,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,5946,3592,1468.3,371.52,1750,56.6,155,89.8,21.6,9.01,24,88.8,3.3,7.8,42,4.88,85.1,Staples & Grains,13.3
2024-02,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6348,4570,1458,702.53,2681,40.5,323,96.7,39.3,7.52,2,95,3.2,2.9,8,3.59,78,Cooking Essentials,10.2
2024-03,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6799,3796,1612.9,647.93,1215,31.4,119,97.8,19.7,4.35,17,88.6,3.5,6.4,5,3.66,92.3,Baby & Kids,19.2
2024-04,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6559,4133,1595,600.87,2422,31.3,225,88.8,23.9,8.73,20,90.4,2.1,6.1,31,3.66,64.5,Ready to Eat,14
2024-05,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6613,3778,1570.8,461.8,1874,28.8,448,87.5,31.6,8.34,10,91.1,3.8,7.7,41,3.76,94.8,International Foods,8.3
2024-06,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6346,4509,1637.9,415.89,2702,56.8,241,97.5,22,3.78,24,93.7,3.6,4.9,8,4.25,75.7,Baby & Kids,15.3
2024-07,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7054,5110,1534.9,457.23,2136,52.5,80,87.3,11.2,2.76,18,95.2,2.8,8,37,4.17,71.7,Fresh Produce,18.1
2024-08,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6849,4030,1661.1,730.51,2154,39.7,239,96.7,20.2,6.81,10,92,2.1,4.9,11,4.3,75.4,Dairy & Eggs,13.5
2024-09,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7424,5469,1493,486.91,3402,40.4,425,85.2,15.5,8.62,6,97.9,2.4,1.9,21,3.54,70.6,Organic & Natural,18.7
2024-10,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7767,5862,1793.5,688.9,1944,48.8,484,85.4,36.5,7.47,24,88.2,2.4,6,9,4.15,79.4,Baby & Kids,11.2
2024-11,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,8399,5332,1817.5,552.6,2853,30.7,169,85.2,11.7,3.7,7,94.7,3.8,6.5,4,4.11,63.7,Cooking Essentials,21.4
2024-12,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7999,5683,2037.5,919.02,2138,37.5,89,91.8,28.8,7.69,13,88.1,4,7,27,3.61,73.5,Baby & Kids,16.9
2025-01,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6454,4709,1391.1,341.14,1669,33.2,346,91.8,28.6,5.79,3,94.3,3.4,8.8,19,3.73,69.1,Personal Care,8.8
2025-02,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,6998,4435,1608.4,357.87,1607,37.9,411,92.9,8.3,4.04,18,88.1,3.7,5,41,4.89,86.2,Bakery,15.3
2025-03,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7466,5016,1729.3,450.64,2480,41.5,129,85.6,17.6,2.18,18,98.1,3.7,6.7,13,4.26,84.7,Beverages,21.7
2025-04,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7132,5323,1767.6,531.67,3195,55.1,63,86.8,12.6,5.6,26,93.4,2.5,6.9,7,3.8,90.2,Beverages,10.5
2025-05,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7183,4079,1754.5,703.73,2431,45.9,409,95.9,26.6,9.11,19,97.3,4.4,7.9,21,4.63,77.5,Household Cleaning,11
2025-06,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7509,4718,1717.3,477.22,2548,42.3,90,84.3,33.4,4.63,28,93.6,3.9,7.1,44,3.65,65.2,Personal Care,16.3
2025-07,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7242,5432,1512.8,540.37,3424,41.6,88,86.1,15.9,3.94,10,93.4,3.4,2.4,44,4.73,82.5,Baby & Kids,16.4
2025-08,STR_108,FreshLane Kolkata Superstore 4,East,Kolkata,Superstore,7674,4725,1703.8,930.27,1814,43.5,257,85.6,31.8,2.33,5,95.6,3,6.7,35,4.12,94.3,Baby & Kids,12.7
2024-01,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,19017,14055,4944.7,597.95,8100,52,146,95.2,15.3,2.3,28,90.4,3.1,7.1,10,3.73,65.7,Fresh Produce,17
2024-02,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,23274,15804,5142,763.74,9068,57.3,435,88.7,37.3,9.57,6,89.4,3.4,7.4,34,4.2,75.5,Personal Care,17.2
2024-03,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,21701,15112,5098.5,974.59,9150,52.2,524,95.5,17.8,7.01,13,94.5,3.5,2.8,32,3.82,71.5,Ready to Eat,16.4
2024-04,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,24733,15337,5852.8,439.03,4794,40,656,96.7,16,4.15,12,90.4,2.7,7.5,11,4.37,87.9,Meat & Seafood,16.2
2024-05,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,22327,16290,5124.9,286.3,9716,51,153,94.2,9.6,2.91,8,92.8,3.1,7.6,10,4.42,67.1,Pet Supplies,11.2
2024-06,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,21533,15451,4811.4,481.35,5940,53.1,401,87.2,22,7.56,9,93.7,1.8,8.4,13,3.5,93,Seasonal & Festive,8.4
2024-07,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,23022,13047,5184.5,634.01,5004,51.3,666,90.5,20,2.56,21,95.5,2.6,1.9,45,4.4,78,Pet Supplies,8.2
2024-08,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,21128,15828,5466.6,324.57,6473,30.7,594,90.4,18.4,5.23,19,88.2,3.6,4.2,36,4.47,82.7,Meat & Seafood,17.1
2024-09,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,24802,15865,5673.2,573.11,5423,51.4,626,85.9,37.3,6.64,15,93.3,1.8,4.4,30,4.36,65,Bakery,14.4
2024-10,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,28068,18878,6333,662.81,5952,56.7,813,92.9,11.4,3.7,5,90,3.2,3.1,9,4.44,80,Fresh Produce,8.2
2024-11,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,28478,17988,5997.3,857.42,7528,28.4,903,91.8,22.4,2.84,17,95.7,2.6,8.9,23,4.83,86.3,Personal Care,21.6
2024-12,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,26549,15041,6321,457.27,9630,29.8,827,94.3,20.8,2.24,24,88.1,2.4,5.2,24,4.09,81.3,Frozen Foods,18.8
2025-01,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,21241,13307,4712.1,840.03,5328,50.9,642,96.6,12.7,5.97,28,89,4.4,3.1,29,3.7,91.3,Pet Supplies,21.5
2025-02,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,23621,17428,4937.8,620.1,8720,32,203,95.8,25.9,7.53,26,92.1,3.2,8.8,22,3.89,84.3,Beverages,10.4
2025-03,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,22437,15789,5888.7,870.88,5610,35.2,693,86.6,35.8,4.3,24,98.3,4.3,1.8,20,4.56,67.6,Fresh Produce,11
2025-04,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,24218,16524,5774.3,508.06,5944,28.7,481,90.3,31.4,7.1,25,97.9,3,1.6,8,4.35,84.3,Staples & Grains,15.3
2025-05,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,25366,17828,5542.2,384.17,6878,41.7,433,89.6,28.3,2.33,6,98.9,3.7,4.7,45,3.69,64.6,Frozen Foods,17.4
2025-06,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,22944,15748,5216.7,545.97,8426,47.4,655,85.5,29.6,2.88,24,94,3.4,3.1,15,3.99,89.3,Personal Care,10.1
2025-07,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,23144,16589,5930,632.88,9777,34.1,237,94.1,33.6,2.56,6,91.5,2.9,7.7,14,4.03,92.6,Frozen Foods,22
2025-08,STR_109,FreshLane Bhubaneswar Hypermarket 4,East,Bhubaneswar,Hypermarket,24955,14110,5758,554.33,7063,38.9,328,93,23.8,7.89,4,92.4,2.2,5,28,4.83,88.5,Meat & Seafood,10.9
2024-01,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,816,498,125.7,457.77,248,40.3,103,92.1,11.4,6.77,4,93.6,3.1,2,2,4.36,76.2,International Foods,13.8
2024-02,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,820,474,146.7,290.52,181,48.3,341,94.1,33.2,8.67,26,92.1,2.7,7.7,28,3.76,77.2,Dairy & Eggs,10.7
2024-03,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,898,636,147,428.74,245,56.3,253,92.6,19.7,8.32,8,97.9,3.9,7.9,7,3.55,92.5,Dairy & Eggs,16.7
2024-04,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,910,628,158.5,421.29,208,48.9,279,84.4,41.3,9.04,27,97.8,3.9,6.7,43,4.38,65.5,Pet Supplies,20.6
2024-05,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,921,623,162.1,929.12,284,57,310,92.3,20.7,7,20,95.9,3.5,5.4,4,3.85,83.2,International Foods,20.7
2024-06,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,768,585,137.4,363.84,311,56.6,354,89.4,34.9,3.34,5,92.2,3.1,3.7,17,3.96,64.6,Dairy & Eggs,10.8
2024-07,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,803,505,155.4,407.75,162,44.7,364,95.8,35.8,4.3,4,89.5,2.2,8.8,20,4.41,63.4,Fresh Produce,9.9
2024-08,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,840,572,141,842.56,294,41.9,199,91.4,32.4,4.96,26,93.6,4.1,2.6,7,4.22,73.5,Meat & Seafood,17.8
2024-09,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,817,461,162.9,352.03,255,47.2,536,90.3,26,7.54,21,91.6,1.9,3.2,14,3.76,73.1,Snacks & Confectionery,21.2
2024-10,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,1020,662,188,979.03,251,44.8,581,89.5,25.2,3.14,7,92.6,2.8,4.1,43,4.73,64,Baby & Kids,21.6
2024-11,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,944,671,198.5,663.63,245,47.6,613,84.2,12.3,4.44,2,89.8,2.1,6.6,6,3.72,84,Frozen Foods,20.1
2024-12,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,1085,694,174.1,681.5,291,37.6,663,93.9,12.6,5.77,25,91.5,4.4,8.8,18,3.88,73.6,Baby & Kids,16.4
2025-01,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,807,505,135.8,742.29,267,39.5,377,92.7,25.3,7.53,13,93.1,2.1,2.9,11,3.77,64.1,Pet Supplies,18
2025-02,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,838,592,139.9,853.97,271,35.4,142,89.3,38.1,3.55,26,94.3,4.4,6.3,40,4.06,85.6,Staples & Grains,19.5
2025-03,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,906,671,170.6,640.21,424,43,369,91.8,34.6,8.44,18,88.3,3.8,7.4,37,4.45,85.6,Bakery,8.6
2025-04,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,903,544,172.4,933.8,273,52.1,450,91.9,8.6,7.67,5,96.5,3.8,7.2,38,4.05,94.8,Fresh Produce,18.8
2025-05,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,932,687,177.9,915.74,341,43.8,242,86,25.4,6.55,18,90.7,4.3,5.7,14,4.19,76.4,Snacks & Confectionery,8.8
2025-06,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,938,646,151.4,729.72,325,43.8,161,86.5,25.8,8.18,11,92.8,2.4,2.2,11,4.39,76,Seasonal & Festive,9.8
2025-07,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,899,557,146.4,636.31,348,34.8,273,97.4,18.8,7.06,2,91.5,2.1,6.2,7,4.77,76.9,Snacks & Confectionery,16.8
2025-08,STR_110,FreshLane Patna Neighbourhood 4,East,Patna,Neighbourhood,908,553,156.1,710.43,239,41.3,495,87.6,29.6,3.74,18,90.8,3.6,7.2,31,4.09,73.1,Baby & Kids,20.7
2024-01,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1878,1436,361.6,763.17,796,37,0,0,0,4.82,24,92.3,1.9,8.4,38,3.51,85.1,Beverages,18.2
2024-02,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2022,1252,372.1,787.69,702,38.3,0,0,0,9.05,16,89.8,2.7,5.2,44,4.56,86.7,Meat & Seafood,11
2024-03,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1886,1271,368.9,618.63,572,47.9,0,0,0,5.39,7,98.4,2.5,6.2,23,4.32,71.3,Health & Wellness,13.8
2024-04,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1997,1275,366.2,614.11,462,41.5,0,0,0,5.35,15,89.4,2.2,6.4,14,4.46,93.1,Pet Supplies,9.2
2024-05,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1935,1341,360.4,652.56,591,51.9,0,0,0,7.39,9,98.8,2.2,1.9,27,3.81,62.6,Meat & Seafood,21.1
2024-06,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1917,1162,384,502.65,410,37.6,0,0,0,6.84,26,98.7,3.3,5.5,21,3.45,89.7,Meat & Seafood,8.6
2024-07,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2085,1363,379,397.93,883,37.2,0,0,0,4.17,16,89.3,3.4,2.2,8,4.55,92.3,Pet Supplies,21
2024-08,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1874,1277,388.5,347.98,747,44.1,0,0,0,8.81,6,96.8,2.5,6.2,32,3.41,75.1,Baby & Kids,11.3
2024-09,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2250,1616,396.1,737.85,922,50.1,0,0,0,4.33,24,95.5,3.3,6,19,3.4,70.5,Seasonal & Festive,21
2024-10,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2231,1298,437.9,410.67,484,44.6,0,0,0,9.18,25,91.6,2.7,5.7,3,3.94,92,Bakery,13.3
2024-11,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2429,1650,470.2,827.45,633,31.7,0,0,0,9.32,12,96.8,1.9,7.7,32,4.29,79.1,Meat & Seafood,8.2
2024-12,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2628,1454,453.8,789.59,841,28.7,0,0,0,3.92,14,91,2.2,5.1,19,3.83,94.8,Organic & Natural,16.1
2025-01,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,1943,1124,348.6,566.08,637,37.9,0,0,0,7.89,21,92.1,4.5,2.8,20,3.4,81.6,Organic & Natural,21.3
2025-02,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2080,1579,357.9,658.34,477,33,0,0,0,8.37,9,97.8,3.7,8.9,36,3.54,80,Ready to Eat,17.6
2025-03,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2188,1385,430.9,922.34,436,38.9,0,0,0,7.27,11,90.3,4,3.1,28,3.42,78.8,Snacks & Confectionery,18.2
2025-04,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2111,1244,436.1,586.88,412,49.3,0,0,0,5.07,4,98,3.3,4.1,31,3.92,66.3,Baby & Kids,16.3
2025-05,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2214,1365,444.8,420.84,455,36.9,0,0,0,5.4,7,98.6,3.6,7.4,1,3.89,66.8,International Foods,11.6
2025-06,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2016,1506,409.5,519.03,972,38.3,0,0,0,7.53,23,95.2,2.3,8.4,7,3.7,86.3,Health & Wellness,12.9
2025-07,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2032,1183,395.1,885.16,377,40.1,0,0,0,2.53,16,95.6,3.9,7.9,34,4.52,92.2,Bakery,18.5
2025-08,STR_111,FreshLane Guwahati Express 4,East,Guwahati,Express,2267,1765,382,629.9,950,54.4,0,0,0,2.33,5,97.6,3.7,2.8,10,3.44,70.6,Health & Wellness,20.8
2024-01,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,944,619,155.6,935.64,229,32.5,586,87.3,13.4,2.16,14,91.1,4.2,5.5,45,4.35,92.4,Meat & Seafood,15.2
2024-02,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,985,559,160.4,963.97,309,47.8,186,88.2,18.6,2.83,25,94.4,4.5,5.7,11,4.22,63.3,Bakery,9.9
2024-03,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,977,613,190.3,893.63,300,44.6,473,93,34.9,2.29,13,98.4,2,5.1,13,4.78,78.1,Household Cleaning,8.9
2024-04,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,952,616,179.8,341.5,255,52.5,151,92.9,21.8,6.63,8,90.3,3.4,6.6,39,3.51,89.2,Health & Wellness,20.1
2024-05,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,935,516,182.5,695.81,216,57.1,412,96.9,31,2.32,5,88.9,3.7,5.7,15,3.59,82.3,Ready to Eat,19.3
2024-06,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1004,775,162.9,460.74,473,37.6,545,84.6,14.7,3.5,25,89,4.1,5.8,32,3.79,90,Cooking Essentials,19.2
2024-07,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,894,638,174.8,785.28,352,33.1,258,95.5,38.5,4.25,26,88.3,4.1,4.3,38,3.89,73.5,Cooking Essentials,13.8
2024-08,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,956,739,175.7,335.26,463,56,582,92.6,15.5,2.48,26,89.1,2.7,5.3,42,4.89,76.4,Health & Wellness,15.3
2024-09,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1057,709,170.7,932.98,281,56.1,461,89.7,27.7,7.86,13,89.7,4.1,8.7,31,4.25,84.5,Health & Wellness,20
2024-10,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1103,714,220,756.35,383,43.7,172,94.7,27.2,8.23,17,89.7,3.3,7.2,33,4.88,91.2,Cooking Essentials,20.1
2024-11,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1138,677,225.2,398.5,229,53.7,179,84.2,16.4,6.51,6,97.7,2.9,5.6,30,3.65,70.8,Meat & Seafood,9.9
2024-12,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1209,900,222.1,478.81,579,31.6,121,94.6,14.5,4.82,5,92.3,4.3,6.4,17,3.46,62.5,International Foods,10.8
2025-01,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,910,566,166.3,866.49,244,37.9,83,97.3,12.7,4.32,17,89.4,3.1,8.5,15,3.55,76.5,Frozen Foods,8.3
2025-02,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1034,681,181.2,769.79,420,40.3,360,93.1,25.7,3.56,2,91.5,2,4.7,7,4.31,65.9,Dairy & Eggs,16.8
2025-03,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1099,830,177.9,435.42,450,31.2,316,92.8,27.5,6.86,28,94.2,4,3.9,5,4.46,94.7,International Foods,13.5
2025-04,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1104,844,178.1,477.33,260,34.5,366,88.4,29.4,3.58,23,88.8,2.8,5.4,2,4.24,81.8,Beverages,15.7
2025-05,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1022,608,199.6,341.45,339,36.4,376,87.2,25.2,4.77,14,98.9,2.8,6.2,39,4.73,83.1,Household Cleaning,15.9
2025-06,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1034,580,181.8,845.31,353,45.6,559,82.2,37.6,3.03,6,95.9,2.9,6.6,20,4.34,67.4,Meat & Seafood,15.2
2025-07,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,976,555,182.2,796.6,266,46.5,247,97.2,25.7,3.51,26,89.2,3.3,4.3,5,3.69,63,Pet Supplies,15.9
2025-08,STR_112,FreshLane Kolkata Neighbourhood 5,East,Kolkata,Neighbourhood,1050,807,170.7,701.22,518,54.7,541,85.3,13.3,5.53,26,94.8,4.1,3.2,32,4.12,83.4,Organic & Natural,14.2
2024-01,STR_113,FreshLane Bhubaneswar Superstore 5,East,Bhubaneswar,Superstore,7570,5091,2027.5,612.64,1916,43.4,187,85.2,17.4,2.12,8,94.3,2.8,8.2,19,3.46,63.4,International Foods,20.4
